lon,lat,mmh,thunderstorm,hail
39.69118,46.08659,0.000,0,0
39.73117,46.08659,0.000,0,0
39.77116,46.08659,0.000,0,0
39.81115,46.08659,0.000,0,0
39.85114,46.08659,0.000,0,0
39.89114,46.08659,0.000,0,0
39.93113,46.08659,0.000,0,0
39.97112,46.08659,0.000,0,0
40.01111,46.08659,0.000,0,0
40.05110,46.08659,0.000,0,0
40.09109,46.08659,0.000,0,0
40.13108,46.08659,0.000,0,0
40.17107,46.08659,0.000,0,0
40.21106,46.08659,0.000,0,0
40.25106,46.08659,0.000,0,0
40.29105,46.08659,0.000,0,0
40.33104,46.08659,0.000,0,0
40.37103,46.08659,0.000,0,0
40.41102,46.08659,0.000,0,0
40.45101,46.08659,0.000,0,0
40.49100,46.08659,0.000,0,0
40.53099,46.08659,0.000,0,0
40.57098,46.08659,0.000,0,0
40.61098,46.08659,0.000,0,0
40.65097,46.08659,0.000,0,0
40.69096,46.08659,0.000,0,0
40.73095,46.08659,0.000,0,0
40.77094,46.08659,0.000,0,0
40.81093,46.08659,0.000,0,0
40.85092,46.08659,0.000,0,0
40.89091,46.08659,0.000,0,0
40.93090,46.08659,0.000,0,0
40.97090,46.08659,0.000,0,0
41.01089,46.08659,0.000,0,0
41.05088,46.08659,0.000,0,0
41.09087,46.08659,0.000,0,0
41.13086,46.08659,0.000,0,0
41.17085,46.08659,0.000,0,0
41.21084,46.08659,0.000,0,0
41.25083,46.08659,0.000,0,0
41.29082,46.08659,0.000,0,0
41.33082,46.08659,0.000,0,0
41.37081,46.08659,0.000,0,0
41.41080,46.08659,0.000,0,0
41.45079,46.08659,0.000,0,0
41.49078,46.08659,0.000,0,0
41.53077,46.08659,0.000,0,0
41.57076,46.08659,0.000,0,0
41.61075,46.08659,0.000,0,0
41.65074,46.08659,0.000,0,0
41.69074,46.08659,0.000,0,0
41.73073,46.08659,0.000,0,0
41.77072,46.08659,0.000,0,0
41.81071,46.08659,0.000,0,0
41.85070,46.08659,0.000,0,0
41.89069,46.08659,0.000,0,0
41.93068,46.08659,0.000,0,0
41.97067,46.08659,0.000,0,0
42.01066,46.08659,0.000,0,0
42.05066,46.08659,0.000,0,0
42.09065,46.08659,0.000,0,0
42.13064,46.08659,0.000,0,0
42.17063,46.08659,0.000,0,0
42.21062,46.08659,0.000,0,0
42.25061,46.08659,0.000,0,0
42.29060,46.08659,0.000,0,0
42.33059,46.08659,0.000,0,0
42.37058,46.08659,0.000,0,0
42.41058,46.08659,0.000,0,0
42.45057,46.08659,0.000,0,0
42.49056,46.08659,0.000,0,0
42.53055,46.08659,0.000,0,0
42.57054,46.08659,0.000,0,0
42.61053,46.08659,0.000,0,0
42.65052,46.08659,0.000,0,0
42.69051,46.08659,0.000,0,0
42.73050,46.08659,0.000,0,0
42.77050,46.08659,0.000,0,0
42.81049,46.08659,0.000,0,0
42.85048,46.08659,0.000,0,0
42.89047,46.08659,0.000,0,0
42.93046,46.08659,0.000,0,0
42.97045,46.08659,0.000,0,0
43.01044,46.08659,0.000,0,0
43.05043,46.08659,0.000,0,0
43.09042,46.08659,0.000,0,0
43.13042,46.08659,0.000,0,0
43.17041,46.08659,0.000,0,0
43.21040,46.08659,0.000,0,0
43.25039,46.08659,0.000,0,0
43.29038,46.08659,0.000,0,0
43.33037,46.08659,0.000,0,0
43.37036,46.08659,0.000,0,0
43.41035,46.08659,0.000,0,0
43.45034,46.08659,0.000,0,0
43.49034,46.08659,0.000,0,0
43.53033,46.08659,0.000,0,0
43.57032,46.08659,0.000,0,0
43.61031,46.08659,0.000,0,0
43.65030,46.08659,0.000,0,0
43.69029,46.08659,0.000,0,0
43.73028,46.08659,0.000,0,0
43.77027,46.08659,0.000,0,0
43.81026,46.08659,0.000,0,0
43.85026,46.08659,0.000,0,0
43.89025,46.08659,0.000,0,0
43.93024,46.08659,0.000,0,0
43.97023,46.08659,0.000,0,0
44.01022,46.08659,0.000,0,0
44.05021,46.08659,0.000,0,0
44.09020,46.08659,0.000,0,0
44.13019,46.08659,0.000,0,0
44.17018,46.08659,0.000,0,0
44.21018,46.08659,0.000,0,0
44.25017,46.08659,0.000,0,0
44.29016,46.08659,0.000,0,0
44.33015,46.08659,0.000,0,0
44.37014,46.08659,0.000,0,0
44.41013,46.08659,0.000,0,0
44.45012,46.08659,0.000,0,0
44.49011,46.08659,0.000,0,0
44.53010,46.08659,0.000,0,0
44.57010,46.08659,0.000,0,0
44.61009,46.08659,0.000,0,0
44.65008,46.08659,0.000,0,0
44.69007,46.08659,0.000,0,0
44.73006,46.08659,0.000,0,0
44.77005,46.08659,0.000,0,0
44.81004,46.08659,0.000,0,0
44.85003,46.08659,0.000,0,0
44.89002,46.08659,0.000,0,0
44.93002,46.08659,0.000,0,0
44.97001,46.08659,0.000,0,0
45.01000,46.08659,0.000,0,0
45.04999,46.08659,0.000,0,0
45.08998,46.08659,0.000,0,0
45.12997,46.08659,0.000,0,0
45.16996,46.08659,0.000,0,0
45.20995,46.08659,0.000,0,0
45.24994,46.08659,0.000,0,0
45.28994,46.08659,0.000,0,0
45.32993,46.08659,0.000,0,0
45.36992,46.08659,0.000,0,0
45.40991,46.08659,0.000,0,0
45.44990,46.08659,0.000,0,0
45.48989,46.08659,0.000,0,0
45.52988,46.08659,0.000,0,0
45.56987,46.08659,0.000,0,0
45.60986,46.08659,0.000,0,0
45.64986,46.08659,0.000,0,0
45.68985,46.08659,0.000,0,0
45.72984,46.08659,0.000,0,0
45.76983,46.08659,0.000,0,0
45.80982,46.08659,0.000,0,0
45.84981,46.08659,0.000,0,0
45.88980,46.08659,0.000,0,0
45.92979,46.08659,0.000,0,0
45.96978,46.08659,0.000,0,0
46.00978,46.08659,0.000,0,0
46.04977,46.08659,0.000,0,0
46.08976,46.08659,0.000,0,0
46.12975,46.08659,0.000,0,0
46.16974,46.08659,0.000,0,0
46.20973,46.08659,0.000,0,0
46.24972,46.08659,0.000,0,0
46.28971,46.08659,0.000,0,0
46.32970,46.08659,0.000,0,0
46.36970,46.08659,0.000,0,0
46.40969,46.08659,0.000,0,0
46.44968,46.08659,0.000,0,0
46.48967,46.08659,0.000,0,0
46.52966,46.08659,0.000,0,0
46.56965,46.08659,0.000,0,0
46.60964,46.08659,0.000,0,0
46.64963,46.08659,0.000,0,0
46.68962,46.08659,0.000,0,0
46.72962,46.08659,0.000,0,0
46.76961,46.08659,0.000,0,0
46.80960,46.08659,0.000,0,0
46.84959,46.08659,0.000,0,0
46.88958,46.08659,0.000,0,0
46.92957,46.08659,0.000,0,0
46.96956,46.08659,0.000,0,0
47.00955,46.08659,0.000,0,0
47.04954,46.08659,0.000,0,0
47.08954,46.08659,0.000,0,0
47.12953,46.08659,0.000,0,0
47.16952,46.08659,0.000,0,0
47.20951,46.08659,0.000,0,0
47.24950,46.08659,0.000,0,0
47.28949,46.08659,0.000,0,0
47.32948,46.08659,0.000,0,0
47.36947,46.08659,0.000,0,0
47.40946,46.08659,0.000,0,0
47.44946,46.08659,0.000,0,0
47.48945,46.08659,0.000,0,0
47.52944,46.08659,0.000,0,0
47.56943,46.08659,0.000,0,0
47.60942,46.08659,0.000,0,0
47.64941,46.08659,0.000,0,0
47.68940,46.08659,0.000,0,0
47.72939,46.08659,0.000,0,0
47.76938,46.08659,0.000,0,0
47.80938,46.08659,0.000,0,0
47.84937,46.08659,0.000,0,0
47.88936,46.08659,0.000,0,0
47.92935,46.08659,0.000,0,0
47.96934,46.08659,0.000,0,0
48.00933,46.08659,0.000,0,0
48.04932,46.08659,0.000,0,0
48.08931,46.08659,0.000,0,0
48.12930,46.08659,0.000,0,0
48.16930,46.08659,0.000,0,0
48.20929,46.08659,0.000,0,0
48.24928,46.08659,0.000,0,0
48.28927,46.08659,0.000,0,0
48.32926,46.08659,0.000,0,0
48.36925,46.08659,0.000,0,0
48.40924,46.08659,0.000,0,0
48.44923,46.08659,0.000,0,0
48.48922,46.08659,0.000,0,0
48.52922,46.08659,0.000,0,0
48.56921,46.08659,0.000,0,0
48.60920,46.08659,0.000,0,0
48.64919,46.08659,0.000,0,0
48.68918,46.08659,0.000,0,0
48.72917,46.08659,0.000,0,0
48.76916,46.08659,0.000,0,0
48.80915,46.08659,0.000,0,0
48.84914,46.08659,0.000,0,0
48.88914,46.08659,0.000,0,0
48.92913,46.08659,0.000,0,0
48.96912,46.08659,0.000,0,0
49.00911,46.08659,0.000,0,0
49.04910,46.08659,0.000,0,0
49.08909,46.08659,0.000,0,0
49.12908,46.08659,0.000,0,0
49.16907,46.08659,0.000,0,0
49.20906,46.08659,0.000,0,0
49.24906,46.08659,0.000,0,0
49.28905,46.08659,0.000,0,0
49.32904,46.08659,0.000,0,0
49.36903,46.08659,0.000,0,0
49.40902,46.08659,0.000,0,0
49.44901,46.08659,0.000,0,0
49.48900,46.08659,0.000,0,0
49.52899,46.08659,0.000,0,0
49.56898,46.08659,0.000,0,0
49.60898,46.08659,0.000,0,0
49.64897,46.08659,0.000,0,0
49.68896,46.08659,0.000,0,0
49.72895,46.08659,0.000,0,0
49.76894,46.08659,0.000,0,0
49.80893,46.08659,0.000,0,0
49.84892,46.08659,0.000,0,0
49.88891,46.08659,0.000,0,0
49.92890,46.08659,0.000,0,0
49.96890,46.08659,0.000,0,0
50.00889,46.08659,0.000,0,0
50.04888,46.08659,0.000,0,0
50.08887,46.08659,0.000,0,0
50.12886,46.08659,0.000,0,0
50.16885,46.08659,0.000,0,0
50.20884,46.08659,0.000,0,0
50.24883,46.08659,0.000,0,0
50.28882,46.08659,0.000,0,0
50.32882,46.08659,0.000,0,0
50.36881,46.08659,0.000,0,0
50.40880,46.08659,0.000,0,0
50.44879,46.08659,0.000,0,0
50.48878,46.08659,0.000,0,0
50.52877,46.08659,0.000,0,0
50.56876,46.08659,0.000,0,0
50.60875,46.08659,0.000,0,0
50.64874,46.08659,0.000,0,0
50.68874,46.08659,0.000,0,0
50.72873,46.08659,0.000,0,0
50.76872,46.08659,0.000,0,0
50.80871,46.08659,0.000,0,0
50.84870,46.08659,0.000,0,0
50.88869,46.08659,0.000,0,0
50.92868,46.08659,0.000,0,0
50.96867,46.08659,0.000,0,0
51.00866,46.08659,0.000,0,0
51.04866,46.08659,0.000,0,0
51.08865,46.08659,0.000,0,0
51.12864,46.08659,0.000,0,0
51.16863,46.08659,0.000,0,0
51.20862,46.08659,0.000,0,0
51.24861,46.08659,0.000,0,0
51.28860,46.08659,0.000,0,0
51.32859,46.08659,0.000,0,0
51.36858,46.08659,0.000,0,0
51.40858,46.08659,0.000,0,0
51.44857,46.08659,0.000,0,0
51.48856,46.08659,0.000,0,0
51.52855,46.08659,0.000,0,0
51.56854,46.08659,0.000,0,0
51.60853,46.08659,0.000,0,0
51.64852,46.08659,0.000,0,0
51.68851,46.08659,0.000,0,0
51.72850,46.08659,0.000,0,0
51.76850,46.08659,0.000,0,0
51.80849,46.08659,0.000,0,0
51.84848,46.08659,0.000,0,0
51.88847,46.08659,0.000,0,0
51.92846,46.08659,0.000,0,0
36.93179,46.04663,0.000,0,0
36.97178,46.04663,0.000,0,0
37.01178,46.04663,0.000,0,0
37.05177,46.04663,0.000,0,0
37.09176,46.04663,0.000,0,0
37.13175,46.04663,0.000,0,0
37.17174,46.04663,0.000,0,0
37.21173,46.04663,0.000,0,0
37.25172,46.04663,0.000,0,0
37.29171,46.04663,0.000,0,0
37.33170,46.04663,0.000,0,0
37.37170,46.04663,0.000,0,0
37.41169,46.04663,0.000,0,0
37.45168,46.04663,0.000,0,0
37.49167,46.04663,0.000,0,0
37.53166,46.04663,0.000,0,0
37.57165,46.04663,0.000,0,0
37.61164,46.04663,0.000,0,0
37.65163,46.04663,0.000,0,0
37.69162,46.04663,0.000,0,0
37.73162,46.04663,0.000,0,0
37.77161,46.04663,0.000,0,0
37.81160,46.04663,0.000,0,0
37.85159,46.04663,0.000,0,0
37.89158,46.04663,0.000,0,0
37.93157,46.04663,0.000,0,0
37.97156,46.04663,0.000,0,0
38.01155,46.04663,0.000,0,0
38.05154,46.04663,0.000,0,0
38.09154,46.04663,0.000,0,0
38.13153,46.04663,0.000,0,0
38.17152,46.04663,0.000,0,0
38.21151,46.04663,0.000,0,0
38.25150,46.04663,0.000,0,0
38.29149,46.04663,0.000,0,0
38.33148,46.04663,0.000,0,0
38.37147,46.04663,0.000,0,0
38.41146,46.04663,0.000,0,0
38.45146,46.04663,0.000,0,0
38.49145,46.04663,0.000,0,0
38.53144,46.04663,0.000,0,0
38.57143,46.04663,0.000,0,0
38.61142,46.04663,0.000,0,0
38.65141,46.04663,0.000,0,0
38.69140,46.04663,0.000,0,0
38.73139,46.04663,0.000,0,0
38.77138,46.04663,0.000,0,0
38.81138,46.04663,0.000,0,0
38.85137,46.04663,0.000,0,0
38.89136,46.04663,0.000,0,0
38.93135,46.04663,0.000,0,0
38.97134,46.04663,0.000,0,0
39.01133,46.04663,0.000,0,0
39.05132,46.04663,0.000,0,0
39.09131,46.04663,0.000,0,0
39.13130,46.04663,0.000,0,0
39.17130,46.04663,0.000,0,0
39.21129,46.04663,0.000,0,0
39.25128,46.04663,0.000,0,0
39.29127,46.04663,0.000,0,0
39.33126,46.04663,0.000,0,0
39.37125,46.04663,0.000,0,0
39.41124,46.04663,0.000,0,0
39.45123,46.04663,0.000,0,0
39.49122,46.04663,0.000,0,0
39.53122,46.04663,0.000,0,0
39.57121,46.04663,0.000,0,0
39.61120,46.04663,0.000,0,0
39.65119,46.04663,0.000,0,0
39.69118,46.04663,0.000,0,0
39.73117,46.04663,0.000,0,0
39.77116,46.04663,0.000,0,0
39.81115,46.04663,0.000,0,0
39.85114,46.04663,0.000,0,0
39.89114,46.04663,0.000,0,0
39.93113,46.04663,0.000,0,0
39.97112,46.04663,0.000,0,0
40.01111,46.04663,0.000,0,0
40.05110,46.04663,0.000,0,0
40.09109,46.04663,0.000,0,0
40.13108,46.04663,0.000,0,0
40.17107,46.04663,0.000,0,0
40.21106,46.04663,0.000,0,0
40.25106,46.04663,0.000,0,0
40.29105,46.04663,0.000,0,0
40.33104,46.04663,0.000,0,0
40.37103,46.04663,0.000,0,0
40.41102,46.04663,0.000,0,0
40.45101,46.04663,0.000,0,0
40.49100,46.04663,0.000,0,0
40.53099,46.04663,0.000,0,0
40.57098,46.04663,0.000,0,0
40.61098,46.04663,0.000,0,0
40.65097,46.04663,0.000,0,0
40.69096,46.04663,0.000,0,0
40.73095,46.04663,0.000,0,0
40.77094,46.04663,0.000,0,0
40.81093,46.04663,0.000,0,0
40.85092,46.04663,0.000,0,0
40.89091,46.04663,0.000,0,0
40.93090,46.04663,0.000,0,0
40.97090,46.04663,0.000,0,0
41.01089,46.04663,0.000,0,0
41.05088,46.04663,0.000,0,0
41.09087,46.04663,0.000,0,0
41.13086,46.04663,0.000,0,0
41.17085,46.04663,0.000,0,0
41.21084,46.04663,0.000,0,0
41.25083,46.04663,0.000,0,0
41.29082,46.04663,0.000,0,0
41.33082,46.04663,0.000,0,0
41.37081,46.04663,0.000,0,0
41.41080,46.04663,0.000,0,0
41.45079,46.04663,0.000,0,0
41.49078,46.04663,0.000,0,0
41.53077,46.04663,0.000,0,0
41.57076,46.04663,0.000,0,0
41.61075,46.04663,0.000,0,0
41.65074,46.04663,0.000,0,0
41.69074,46.04663,0.000,0,0
41.73073,46.04663,0.000,0,0
41.77072,46.04663,0.000,0,0
41.81071,46.04663,0.000,0,0
41.85070,46.04663,0.000,0,0
41.89069,46.04663,0.000,0,0
41.93068,46.04663,0.000,0,0
41.97067,46.04663,0.000,0,0
42.01066,46.04663,0.000,0,0
42.05066,46.04663,0.000,0,0
42.09065,46.04663,0.000,0,0
42.13064,46.04663,0.000,0,0
42.17063,46.04663,0.000,0,0
42.21062,46.04663,0.000,0,0
42.25061,46.04663,0.000,0,0
42.29060,46.04663,0.000,0,0
42.33059,46.04663,0.000,0,0
42.37058,46.04663,0.000,0,0
42.41058,46.04663,0.000,0,0
42.45057,46.04663,0.000,0,0
42.49056,46.04663,0.000,0,0
42.53055,46.04663,0.000,0,0
42.57054,46.04663,0.000,0,0
42.61053,46.04663,0.000,0,0
42.65052,46.04663,0.000,0,0
42.69051,46.04663,0.000,0,0
42.73050,46.04663,0.000,0,0
42.77050,46.04663,0.000,0,0
42.81049,46.04663,0.000,0,0
42.85048,46.04663,0.000,0,0
42.89047,46.04663,0.000,0,0
42.93046,46.04663,0.000,0,0
42.97045,46.04663,0.000,0,0
43.01044,46.04663,0.000,0,0
43.05043,46.04663,0.000,0,0
43.09042,46.04663,0.000,0,0
43.13042,46.04663,0.000,0,0
43.17041,46.04663,0.000,0,0
43.21040,46.04663,0.000,0,0
43.25039,46.04663,0.000,0,0
43.29038,46.04663,0.000,0,0
43.33037,46.04663,0.000,0,0
43.37036,46.04663,0.000,0,0
43.41035,46.04663,0.000,0,0
43.45034,46.04663,0.000,0,0
43.49034,46.04663,0.000,0,0
43.53033,46.04663,0.000,0,0
43.57032,46.04663,0.000,0,0
43.61031,46.04663,0.000,0,0
43.65030,46.04663,0.000,0,0
43.69029,46.04663,0.000,0,0
43.73028,46.04663,0.000,0,0
43.77027,46.04663,0.000,0,0
43.81026,46.04663,0.000,0,0
43.85026,46.04663,0.000,0,0
43.89025,46.04663,0.000,0,0
43.93024,46.04663,0.000,0,0
43.97023,46.04663,0.000,0,0
44.01022,46.04663,0.000,0,0
44.05021,46.04663,0.000,0,0
44.09020,46.04663,0.000,0,0
44.13019,46.04663,0.000,0,0
44.17018,46.04663,0.000,0,0
44.21018,46.04663,0.000,0,0
44.25017,46.04663,0.000,0,0
44.29016,46.04663,0.000,0,0
44.33015,46.04663,0.000,0,0
44.37014,46.04663,0.000,0,0
44.41013,46.04663,0.000,0,0
44.45012,46.04663,0.000,0,0
44.49011,46.04663,0.000,0,0
44.53010,46.04663,0.000,0,0
44.57010,46.04663,0.000,0,0
44.61009,46.04663,0.000,0,0
44.65008,46.04663,0.000,0,0
44.69007,46.04663,0.000,0,0
44.73006,46.04663,0.000,0,0
44.77005,46.04663,0.000,0,0
44.81004,46.04663,0.000,0,0
44.85003,46.04663,0.000,0,0
44.89002,46.04663,0.000,0,0
44.93002,46.04663,0.000,0,0
44.97001,46.04663,0.000,0,0
45.01000,46.04663,0.000,0,0
45.04999,46.04663,0.000,0,0
45.08998,46.04663,0.000,0,0
45.12997,46.04663,0.000,0,0
45.16996,46.04663,0.000,0,0
45.20995,46.04663,0.000,0,0
45.24994,46.04663,0.000,0,0
45.28994,46.04663,0.000,0,0
45.32993,46.04663,0.000,0,0
45.36992,46.04663,0.000,0,0
45.40991,46.04663,0.000,0,0
45.44990,46.04663,0.000,0,0
45.48989,46.04663,0.000,0,0
45.52988,46.04663,0.000,0,0
45.56987,46.04663,0.000,0,0
45.60986,46.04663,0.000,0,0
45.64986,46.04663,0.000,0,0
45.68985,46.04663,0.000,0,0
45.72984,46.04663,0.000,0,0
45.76983,46.04663,0.000,0,0
45.80982,46.04663,0.000,0,0
45.84981,46.04663,0.000,0,0
45.88980,46.04663,0.000,0,0
45.92979,46.04663,0.000,0,0
45.96978,46.04663,0.000,0,0
46.00978,46.04663,0.000,0,0
46.04977,46.04663,0.000,0,0
46.08976,46.04663,0.000,0,0
46.12975,46.04663,0.000,0,0
46.16974,46.04663,0.000,0,0
46.20973,46.04663,0.000,0,0
46.24972,46.04663,0.000,0,0
46.28971,46.04663,0.000,0,0
46.32970,46.04663,0.000,0,0
46.36970,46.04663,0.000,0,0
46.40969,46.04663,0.000,0,0
46.44968,46.04663,0.000,0,0
46.48967,46.04663,0.000,0,0
46.52966,46.04663,0.000,0,0
46.56965,46.04663,0.000,0,0
46.60964,46.04663,0.000,0,0
46.64963,46.04663,0.000,0,0
46.68962,46.04663,0.000,0,0
46.72962,46.04663,0.000,0,0
46.76961,46.04663,0.000,0,0
46.80960,46.04663,0.000,0,0
46.84959,46.04663,0.000,0,0
46.88958,46.04663,0.000,0,0
46.92957,46.04663,0.000,0,0
46.96956,46.04663,0.000,0,0
47.00955,46.04663,0.000,0,0
47.04954,46.04663,0.000,0,0
47.08954,46.04663,0.000,0,0
47.12953,46.04663,0.000,0,0
47.16952,46.04663,0.000,0,0
47.20951,46.04663,0.000,0,0
47.24950,46.04663,0.000,0,0
47.28949,46.04663,0.000,0,0
47.32948,46.04663,0.000,0,0
47.36947,46.04663,0.000,0,0
47.40946,46.04663,0.000,0,0
47.44946,46.04663,0.000,0,0
47.48945,46.04663,0.000,0,0
47.52944,46.04663,0.000,0,0
47.56943,46.04663,0.000,0,0
47.60942,46.04663,0.000,0,0
47.64941,46.04663,0.000,0,0
47.68940,46.04663,0.000,0,0
47.72939,46.04663,0.000,0,0
47.76938,46.04663,0.000,0,0
47.80938,46.04663,0.000,0,0
47.84937,46.04663,0.000,0,0
47.88936,46.04663,0.000,0,0
47.92935,46.04663,0.000,0,0
47.96934,46.04663,0.000,0,0
48.00933,46.04663,0.000,0,0
48.04932,46.04663,0.000,0,0
48.08931,46.04663,0.000,0,0
48.12930,46.04663,0.000,0,0
48.16930,46.04663,0.000,0,0
48.20929,46.04663,0.000,0,0
48.24928,46.04663,0.000,0,0
48.28927,46.04663,0.000,0,0
48.32926,46.04663,0.000,0,0
48.36925,46.04663,0.000,0,0
48.40924,46.04663,0.000,0,0
48.44923,46.04663,0.000,0,0
48.48922,46.04663,0.000,0,0
48.52922,46.04663,0.000,0,0
48.56921,46.04663,0.000,0,0
48.60920,46.04663,0.000,0,0
48.64919,46.04663,0.000,0,0
48.68918,46.04663,0.000,0,0
48.72917,46.04663,0.000,0,0
48.76916,46.04663,0.000,0,0
48.80915,46.04663,0.000,0,0
48.84914,46.04663,0.000,0,0
48.88914,46.04663,0.000,0,0
48.92913,46.04663,0.000,0,0
48.96912,46.04663,0.000,0,0
49.00911,46.04663,0.000,0,0
49.04910,46.04663,0.000,0,0
49.08909,46.04663,0.000,0,0
49.12908,46.04663,0.000,0,0
49.16907,46.04663,0.000,0,0
49.20906,46.04663,0.000,0,0
49.24906,46.04663,0.000,0,0
49.28905,46.04663,0.000,0,0
49.32904,46.04663,0.000,0,0
49.36903,46.04663,0.000,0,0
49.40902,46.04663,0.000,0,0
49.44901,46.04663,0.000,0,0
49.48900,46.04663,0.000,0,0
49.52899,46.04663,0.000,0,0
49.56898,46.04663,0.000,0,0
49.60898,46.04663,0.000,0,0
49.64897,46.04663,0.000,0,0
49.68896,46.04663,0.000,0,0
49.72895,46.04663,0.000,0,0
49.76894,46.04663,0.000,0,0
49.80893,46.04663,0.000,0,0
49.84892,46.04663,0.000,0,0
49.88891,46.04663,0.000,0,0
49.92890,46.04663,0.000,0,0
49.96890,46.04663,0.000,0,0
50.00889,46.04663,0.000,0,0
50.04888,46.04663,0.000,0,0
50.08887,46.04663,0.000,0,0
50.12886,46.04663,0.000,0,0
50.16885,46.04663,0.000,0,0
50.20884,46.04663,0.000,0,0
50.24883,46.04663,0.000,0,0
50.28882,46.04663,0.000,0,0
50.32882,46.04663,0.000,0,0
50.36881,46.04663,0.000,0,0
50.40880,46.04663,0.000,0,0
50.44879,46.04663,0.000,0,0
50.48878,46.04663,0.000,0,0
50.52877,46.04663,0.000,0,0
50.56876,46.04663,0.000,0,0
50.60875,46.04663,0.000,0,0
50.64874,46.04663,0.000,0,0
50.68874,46.04663,0.000,0,0
50.72873,46.04663,0.000,0,0
50.76872,46.04663,0.000,0,0
50.80871,46.04663,0.000,0,0
50.84870,46.04663,0.000,0,0
50.88869,46.04663,0.000,0,0
50.92868,46.04663,0.000,0,0
50.96867,46.04663,0.000,0,0
51.00866,46.04663,0.000,0,0
51.04866,46.04663,0.000,0,0
51.08865,46.04663,0.000,0,0
51.12864,46.04663,0.000,0,0
51.16863,46.04663,0.000,0,0
51.20862,46.04663,0.000,0,0
51.24861,46.04663,0.000,0,0
51.28860,46.04663,0.000,0,0
51.32859,46.04663,0.000,0,0
51.36858,46.04663,0.000,0,0
51.40858,46.04663,0.000,0,0
51.44857,46.04663,0.000,0,0
51.48856,46.04663,0.000,0,0
51.52855,46.04663,0.000,0,0
51.56854,46.04663,0.000,0,0
51.60853,46.04663,0.000,0,0
51.64852,46.04663,0.000,0,0
51.68851,46.04663,0.000,0,0
51.72850,46.04663,0.000,0,0
51.76850,46.04663,0.000,0,0
51.80849,46.04663,0.000,0,0
51.84848,46.04663,0.000,0,0
51.88847,46.04663,0.000,0,0
51.92846,46.04663,0.000,0,0
36.93179,46.00666,0.000,0,0
36.97178,46.00666,0.000,0,0
37.01178,46.00666,0.000,0,0
37.05177,46.00666,0.000,0,0
37.09176,46.00666,0.000,0,0
37.13175,46.00666,0.000,0,0
37.17174,46.00666,0.000,0,0
37.21173,46.00666,0.000,0,0
37.25172,46.00666,0.000,0,0
37.29171,46.00666,0.000,0,0
37.33170,46.00666,0.000,0,0
37.37170,46.00666,0.000,0,0
37.41169,46.00666,0.000,0,0
37.45168,46.00666,0.000,0,0
37.49167,46.00666,0.000,0,0
37.53166,46.00666,0.000,0,0
37.57165,46.00666,0.000,0,0
37.61164,46.00666,0.000,0,0
37.65163,46.00666,0.000,0,0
37.69162,46.00666,0.000,0,0
37.73162,46.00666,0.000,0,0
37.77161,46.00666,0.000,0,0
37.81160,46.00666,0.000,0,0
37.85159,46.00666,0.000,0,0
37.89158,46.00666,0.000,0,0
37.93157,46.00666,0.000,0,0
37.97156,46.00666,0.000,0,0
38.01155,46.00666,0.000,0,0
38.05154,46.00666,0.000,0,0
38.09154,46.00666,0.000,0,0
38.13153,46.00666,0.000,0,0
38.17152,46.00666,0.000,0,0
38.21151,46.00666,0.000,0,0
38.25150,46.00666,0.000,0,0
38.29149,46.00666,0.000,0,0
38.33148,46.00666,0.000,0,0
38.37147,46.00666,0.000,0,0
38.41146,46.00666,0.000,0,0
38.45146,46.00666,0.000,0,0
38.49145,46.00666,0.000,0,0
38.53144,46.00666,0.000,0,0
38.57143,46.00666,0.000,0,0
38.61142,46.00666,0.000,0,0
38.65141,46.00666,0.000,0,0
38.69140,46.00666,0.000,0,0
38.73139,46.00666,0.000,0,0
38.77138,46.00666,0.000,0,0
38.81138,46.00666,0.000,0,0
38.85137,46.00666,0.000,0,0
38.89136,46.00666,0.000,0,0
38.93135,46.00666,0.000,0,0
38.97134,46.00666,0.000,0,0
39.01133,46.00666,0.000,0,0
39.05132,46.00666,0.000,0,0
39.09131,46.00666,0.000,0,0
39.13130,46.00666,0.000,0,0
39.17130,46.00666,0.000,0,0
39.21129,46.00666,0.000,0,0
39.25128,46.00666,0.000,0,0
39.29127,46.00666,0.000,0,0
39.33126,46.00666,0.000,0,0
39.37125,46.00666,0.000,0,0
39.41124,46.00666,0.000,0,0
39.45123,46.00666,0.000,0,0
39.49122,46.00666,0.000,0,0
39.53122,46.00666,0.000,0,0
39.57121,46.00666,0.000,0,0
39.61120,46.00666,0.000,0,0
39.65119,46.00666,0.000,0,0
39.69118,46.00666,0.000,0,0
39.73117,46.00666,0.000,0,0
39.77116,46.00666,0.000,0,0
39.81115,46.00666,0.000,0,0
39.85114,46.00666,0.000,0,0
39.89114,46.00666,0.000,0,0
39.93113,46.00666,0.000,0,0
39.97112,46.00666,0.000,0,0
40.01111,46.00666,0.000,0,0
40.05110,46.00666,0.000,0,0
40.09109,46.00666,0.000,0,0
40.13108,46.00666,0.000,0,0
40.17107,46.00666,0.000,0,0
40.21106,46.00666,0.000,0,0
40.25106,46.00666,0.000,0,0
40.29105,46.00666,0.000,0,0
40.33104,46.00666,0.000,0,0
40.37103,46.00666,0.000,0,0
40.41102,46.00666,0.000,0,0
40.45101,46.00666,0.000,0,0
40.49100,46.00666,0.000,0,0
40.53099,46.00666,0.000,0,0
40.57098,46.00666,0.000,0,0
40.61098,46.00666,0.000,0,0
