lon,lat,mmh,thunderstorm,hail
47.84937,47.64530,0.000,0,0
47.88936,47.64530,0.000,0,0
47.92935,47.64530,0.000,0,0
47.96934,47.64530,0.000,0,0
48.00933,47.64530,0.000,0,0
48.04932,47.64530,0.000,0,0
48.08931,47.64530,0.000,0,0
48.12930,47.64530,0.000,0,0
48.16930,47.64530,0.000,0,0
48.20929,47.64530,0.000,0,0
48.24928,47.64530,0.000,0,0
48.28927,47.64530,0.000,0,0
48.32926,47.64530,0.000,0,0
48.36925,47.64530,0.000,0,0
48.40924,47.64530,0.000,0,0
48.44923,47.64530,0.000,0,0
48.48922,47.64530,0.000,0,0
48.52922,47.64530,0.000,0,0
48.56921,47.64530,0.000,0,0
48.60920,47.64530,0.000,0,0
48.64919,47.64530,0.000,0,0
48.68918,47.64530,0.000,0,0
48.72917,47.64530,0.000,0,0
48.76916,47.64530,0.000,0,0
48.80915,47.64530,0.000,0,0
48.84914,47.64530,0.000,0,0
48.88914,47.64530,0.000,0,0
48.92913,47.64530,0.000,0,0
48.96912,47.64530,0.000,0,0
49.00911,47.64530,0.000,0,0
49.04910,47.64530,0.000,0,0
49.08909,47.64530,0.000,0,0
49.12908,47.64530,0.000,0,0
49.16907,47.64530,0.000,0,0
49.20906,47.64530,0.000,0,0
49.24906,47.64530,0.000,0,0
49.28905,47.64530,0.000,0,0
49.32904,47.64530,0.000,0,0
49.36903,47.64530,0.000,0,0
49.40902,47.64530,0.000,0,0
49.44901,47.64530,0.000,0,0
49.48900,47.64530,0.000,0,0
49.52899,47.64530,0.000,0,0
49.56898,47.64530,0.000,0,0
49.60898,47.64530,0.000,0,0
49.64897,47.64530,0.000,0,0
49.68896,47.64530,0.000,0,0
49.72895,47.64530,0.000,0,0
49.76894,47.64530,0.000,0,0
49.80893,47.64530,0.000,0,0
49.84892,47.64530,0.000,0,0
49.88891,47.64530,0.000,0,0
49.92890,47.64530,0.000,0,0
49.96890,47.64530,0.000,0,0
50.00889,47.64530,0.000,0,0
50.04888,47.64530,0.000,0,0
50.08887,47.64530,0.000,0,0
50.12886,47.64530,0.000,0,0
50.16885,47.64530,0.000,0,0
50.20884,47.64530,0.000,0,0
50.24883,47.64530,0.000,0,0
50.28882,47.64530,0.000,0,0
50.32882,47.64530,0.000,0,0
50.36881,47.64530,0.000,0,0
50.40880,47.64530,0.000,0,0
50.44879,47.64530,0.000,0,0
50.48878,47.64530,0.000,0,0
50.52877,47.64530,0.000,0,0
50.56876,47.64530,0.000,0,0
50.60875,47.64530,0.000,0,0
50.64874,47.64530,0.000,0,0
50.68874,47.64530,0.000,0,0
50.72873,47.64530,0.000,0,0
50.76872,47.64530,0.000,0,0
50.80871,47.64530,0.000,0,0
50.84870,47.64530,0.000,0,0
50.88869,47.64530,0.000,0,0
50.92868,47.64530,0.000,0,0
50.96867,47.64530,0.000,0,0
51.00866,47.64530,0.000,0,0
51.04866,47.64530,0.000,0,0
51.08865,47.64530,0.000,0,0
51.12864,47.64530,0.000,0,0
51.16863,47.64530,0.000,0,0
51.20862,47.64530,0.000,0,0
51.24861,47.64530,0.000,0,0
51.28860,47.64530,0.000,0,0
51.32859,47.64530,0.000,0,0
51.36858,47.64530,0.000,0,0
51.40858,47.64530,0.000,0,0
51.44857,47.64530,0.000,0,0
51.48856,47.64530,0.000,0,0
51.52855,47.64530,0.000,0,0
51.56854,47.64530,0.000,0,0
51.60853,47.64530,0.000,0,0
51.64852,47.64530,0.000,0,0
51.68851,47.64530,0.000,0,0
51.72850,47.64530,0.000,0,0
51.76850,47.64530,0.000,0,0
51.80849,47.64530,0.000,0,0
51.84848,47.64530,0.000,0,0
51.88847,47.64530,0.000,0,0
51.92846,47.64530,0.000,0,0
36.93179,47.60533,0.000,0,0
36.97178,47.60533,0.000,0,0
37.01178,47.60533,0.000,0,0
37.05177,47.60533,0.000,0,0
37.09176,47.60533,0.000,0,0
37.13175,47.60533,0.000,0,0
37.17174,47.60533,0.000,0,0
37.21173,47.60533,0.000,0,0
37.25172,47.60533,0.000,0,0
37.29171,47.60533,0.000,0,0
37.33170,47.60533,0.000,0,0
37.37170,47.60533,0.000,0,0
37.41169,47.60533,0.000,0,0
37.45168,47.60533,0.000,0,0
37.49167,47.60533,0.000,0,0
37.53166,47.60533,0.000,0,0
37.57165,47.60533,0.000,0,0
37.61164,47.60533,0.000,0,0
37.65163,47.60533,0.000,0,0
37.69162,47.60533,0.000,0,0
